path,en,it
root/2/nozis_nibbles_content/1/investigation/0/15/c-0/5/1/b/19,"<<""Well, you want to look for sulfurous rocks and get them wet. They'll start smoking, and that should be enough to knock the glowworms out and net you your awful, slimy quarry."">>","<<""Bene, devi cercare rocce sulfuree e bagnarle. Inizieranno a fumare, e dovrebbe bastare per stordire i vermi luminosi e portarti la tua orribile, viscida preda."">>"
root/2/nozis_nibbles_content/1/investigation/0/15/c-0/5/1/b/21,"Rather than put her through more, I offer my thanks and move along.","Per non farla soffrire ulteriormente, le porgo i miei ringraziamenti e proseguo."
root/2/nozis_nibbles_content/1/investigation/0/15/c-0/6/1/b/1,"<<""I don't, I'm afraid. The innkeeper might know!"">>","<<""Non lo so, mi spiace. Forse il locandiere lo sa!"">>"
root/2/nozis_nibbles_quest_debug/0/2,Gather glow worms,Raccogli vermi luminosi
root/2/nozis_nibbles_quest_debug/0/6/c-0/7,"More than a little pleased with my success, I gather up the glowworms and tuck them away. Worms for a wyrm.","Più che soddisfatta del mio successo, raccolgo i vermi luminosi e li metto via. Vermi per un wyrm."
root/2/nozis_nibbles_quest_definition/1,Nozi's Nibbles,Gli Spuntini di Nozi
root/2/nozis_nibbles_quest_definition/4,"quest_giver, slicer_camp, glow_worm_cave",
root/2/nozis_nibbles_quest_definition/9,Glowworm,Verme Luminoso
root/2/nozis_nibbles_quest_definition/15/6/b/1,inactive,
root/2/nozis_nibbles_quest_definition/16/6/b/1,active,
root/2/nozis_nibbles_quest_definition/17/1/b/1,completed,
root/2/nozis_nibbles_quest_definition/24/1/b/3,I was asked by Citra to gather some glowworms.,Citra mi ha chiesto di raccogliere dei vermi luminosi.
root/2/nozis_nibbles_quest_definition/27/9/b/4,Ask around at Seven Sisters Station to find out how to catch glowworms.,Chiedere in giro alla Stazione Sette Sorelle come catturare i vermi luminosi.
root/2/nozis_nibbles_quest_definition/28/5/b/3,I asked around and learned that the worms nest in a cave in Hakoa. I'll need to smoke them out by throwing the rocks in the caves into water.,Ho chiesto in giro e ho scoperto che i vermi si annidano in una grotta a Hakoa. Devo affumicarli lanciando le rocce della grotta nell'acqua.
root/2/nozis_nibbles_quest_definition/39/1/b/4,Head to the cave.,Vai alla grotta.
root/2/nozis_nibbles_quest_definition/47/1/b/11/1/b/3,Gather glowworms - ,Raccogli vermi luminosi - 
root/2/nozis_nibbles_quest_definition/47/1/b/11/1/b/8,/,/
root/2/nozis_nibbles_quest_definition/47/1/b/12/1/b/3,Gather glowworms - ,Raccogli vermi luminosi - 
root/2/nozis_nibbles_quest_definition/47/1/b/12/1/b/8,/,/
root/2/nozis_nibbles_quest_definition/47/1/b/12/1/b/19/1/b/4,Give the glowworms to Citra.,Consegna i vermi luminosi a Citra.
root/2/nozis_nibbles_quest_definition/54/1/b/3,I gave the glowworms to Citra.,Ho consegnato i vermi luminosi a Citra.
root/2/player_wearing_guard_mask/3,GuardMask,
root/2/atomic_heart_content/1/should_return_to_sandip/10/1/b/7,I should probably check back in with Sandip to see if the new powercore is ready.,Forse dovrei tornare da Sandip per vedere se il nuovo nucleo di potenza è pronto.
root/2/atomic_heart_content/1/keycard_terminal/0/0,There's a slot for a keycard on the terminal. Perhaps this would unlock the door?,C'è una fessura per una tessera sul terminale. Forse sbloccherà la porta?
root/2/atomic_heart_content/1/keycard_terminal/0/4,Insert keycard.,Inserisci la tessera.
root/2/atomic_heart_content/1/keycard_terminal/0/7,AtomicHeartKeycard,
root/2/atomic_heart_content/1/keycard_terminal/0/14,Do nothing.,Non fare nulla.
root/2/atomic_heart_content/1/keycard_terminal/0/18/c-0/8,I insert the keycard and the door unlocks.,Inserisco la tessera e la porta si sblocca.
root/2/atomic_heart_content/1/keycard_terminal/0/18/c-1/2,Maybe I should leave this alone.,Forse è meglio lasciar perdere.
root/2/atomic_heart_content/1/garay_arrested/0,"<<""You! It was you!"">>","<<""Tu! Sei stata tu!"">>"
root/2/atomic_heart_content/1/garay_arrested/2,"I am slightly shocked by the force of the accusation, however true it may be.","Sono leggermente scossa dalla forza dell'accusa, per quanto possa essere vera."
root/2/atomic_heart_content/1/garay_arrested/4,I can only stare back in a shocked silence. He looks like he's had a rough time. Did he resist the Guards?,Posso solo restare a fissarlo in un silenzio scioccato. Sembra averla passata male. Ha resistito alle Guardie?
root/2/atomic_heart_content/1/garay_arrested/6,"<<""I can tell just by looking at you, <i>you</i> put me here! I told you! I was at the Cafe, Rita must have confirmed it."">>","<<""Si capisce solo guardandoti, sei <i>tu</i> che mi hai messo qui! Te l'ho detto! Ero al Caffè, Rita deve averlo confermato."">>"
root/2/atomic_heart_content/1/garay_arrested/8,"<<""You put me here anyway... nobody cares if an old Serai Climber goes in front of the Witnesses. Nobody."">>","<<""Mi ci hai messo lo stesso... a nessuno importa se un vecchio Scalatore del Serai finisce davanti ai Testimoni. A nessuno."">>"
root/2/atomic_heart_content/1/garay_arrested/10,"<<""You've damned me, you've set up an innocent person."">>","<<""Mi hai dannato, hai incastrato un innocente."">>"
root/2/atomic_heart_content/1/garay_arrested/12,"<<""I hope you can live with yourself, Glider."">>","<<""Spero che tu riesca a convivere con te stessa, Glider."">>"
root/2/atomic_heart_content/1/garay_arrested/14,"A cold feeling washes over me, did I make a mistake? I don't feel good about it. Surely Sandip wouldn't just go along with what I said even if it was wrong?","Mi pervade una sensazione di freddo, ho commesso un errore? Non mi sento bene. Sandip non andrebbe certo dietro a ciò che ho detto se fosse sbagliato, vero?"
root/2/atomic_heart_content/1/hamza_arrested/0,"Hamza looks slightly disheveled, he hasn't been handled lightly it seems.","Hamza sembra leggermente provato, non l'hanno trattato con i guanti, a quanto pare."
root/2/atomic_heart_content/1/hamza_arrested/2,I can't tell if he notices my approach. He doesn't acknowledge me if he does.,"Non capisco se si accorga del mio avvicinarmi. Se anche lo nota, non lo dà a vedere."
root/2/atomic_heart_content/1/hamza_arrested/4,"<<""Hello, Glider. Sable, was it?"">>","<<""Ciao, Glider. Sable, giusto?"">>"
root/2/atomic_heart_content/1/hamza_arrested/6,"<<""So you worked it out did you? Feeling good about yourself, I suppose. I guess I would be feeling pretty smug myself, I hope it was a challenge to work out, at least."">>","<<""Quindi ci sei arrivata, eh? Ti senti bene con te stessa, immagino. Anch'io sarei piuttosto compiaciuto, spero almeno che sia stata una bella sfida."">>"
root/2/atomic_heart_content/1/hamza_arrested/8,"It seems I got the right guy, at least. His resigned demeanour is making me wonder if it was right to point that out, however.",Pare almeno che abbia preso l'uomo giusto. Il suo atteggiamento rassegnato però mi fa chiedere se sia stato giusto denunciarlo.
root/2/atomic_heart_content/1/hamza_arrested/10,"<<""Well, Iria got her money back and then some with me out the way. Good luck to the poor soul they bring in to replace me, if they aren't one of her picks she'll have her hooks into them soon enough."">>","<<""Beh, Iria si è ripresa i suoi soldi e qualcosa di più togliendomi di mezzo. Buona fortuna alla povera anima che porteranno a sostituirmi: se non è una delle sue raccomandate, avrà i suoi artigli addosso presto."">>"
root/2/atomic_heart_content/1/hamza_arrested/12,The air fills with silence once again. He seems to have said his piece.,L'aria si riempie di nuovo di silenzio. Sembra aver detto la sua.
root/2/atomic_heart_content/1/hamza_arrested/14,"I turn to leave him finally, the Witnesses will be the arbiters of his fate from here. A glint in the air catches my eye as I do so and I instinctively grab at it.","Mi volto finalmente per lasciarlo, i Testimoni saranno i giudici del suo destino da qui in poi. Mentre lo faccio un luccichio nell'aria mi attira lo sguardo e istintivamente lo afferro."
root/2/atomic_heart_content/1/hamza_arrested/16,"A metallic object, heavy in the hand. I realise what it is after a moment. ","Un oggetto metallico, pesante in mano. Capisco cos'è dopo un momento. "
root/2/atomic_heart_content/1/hamza_arrested/19,"I look up in surprise, Hamza stares at me and nods his head silently.","Alzo lo sguardo sorpresa, Hamza mi fissa e annuisce in silenzio."
root/2/atomic_heart_content/1/yannis_arrested/0,Yannis looks surprisingly well for a man clearly taking the fall for someone else. Its a little unsettling.,Yannis sembra sorprendentemente in forma per essere uno che si sta chiaramente accollando le colpe di qualcun altro. È un po' inquietante.
root/2/atomic_heart_content/1/yannis_arrested/2,"<<""Oh, hello my friend."">>","<<""Oh, ciao amica mia."">>"
root/2/atomic_heart_content/1/yannis_arrested/4,Something about the way he spits the word 'friend' makes me feel like he's being insincere.,Qualcosa nel modo in cui pronuncia la parola 'amica' mi fa sentire che è insincero.
root/2/atomic_heart_content/1/yannis_arrested/6,"<<""A little tip for a good friend."">>","<<""Un piccolo consiglio per una buona amica."">>"
root/2/atomic_heart_content/1/yannis_arrested/8,"<<""I would consider very carefully how long you stick around in Eccria, Sable."">>","<<""Valuterei con molta attenzione quanto tempo restare a Eccria, Sable."">>"
root/2/atomic_heart_content/1/yannis_arrested/10,The sound of my name echoing against the metal of his mask sends an immediate shudder through my body. I'm starting to feel like I might have made a huge mistake.,Il suono del mio nome che echeggia contro il metallo della sua maschera mi manda un brivido immediato lungo il corpo. Comincio a sentire che potrei aver commesso un enorme errore.
root/2/atomic_heart_content/1/yannis_arrested/12,"At least the Witnesses should keep him busy whilst I'm on my Gliding. I'll have to think carefully about returning in the future, however.",Almeno i Testimoni dovrebbero tenerlo occupato mentre sono in Volo. Dovrò però pensarci bene prima di tornare in futuro.
root/2/atomic_heart_content/1/yannis_arrested/14,I decide to not spend any more time than I have to with him.,Decido di non passare con lui più tempo del necessario.
root/2/atomic_heart_content/1/smashed_window/0/18/s0/10,"Plain as day, one can see that the high window has been smashed, and it's wide enough for any grown person to make their way inside-- though they'd need to be quite athletic. Most of the glass is on the outside of the chamber, it may have been smashed from inside.","Chiaro come il sole, si vede che la finestra alta è stata frantumata, ed è abbastanza larga perché ci passi un adulto-- anche se dovrebbe essere piuttosto atletico. La maggior parte del vetro è all'esterno della camera: potrebbe essere stata rotta dall'interno."
root/2/atomic_heart_content/1/smashed_window/0/18/s1/3,"Plain as day, one can see that the high window has been smashed, and it's wide enough for any grown person to make their way inside-- though they'd need to be quite athletic. Most of the glass is on the outside of the chamber, it may have been smashed from inside.","Chiaro come il sole, si vede che la finestra alta è stata frantumata, ed è abbastanza larga perché ci passi un adulto-- anche se dovrebbe essere piuttosto atletico. La maggior parte del vetro è all'esterno della camera: potrebbe essere stata rotta dall'interno."
root/2/atomic_heart_content/1/feather/0/18/s0/9,There is a clump of feathers on the floor. Strange.,C'è un ciuffo di piume sul pavimento. Strano.
root/2/atomic_heart_content/1/feather/0/18/s0/13,"I try to picture the bird large and powerful enough to carry away the powercore, and decide that it is one suspect I can absolutely rule out. Though I would very much like to see it.","Cerco di immaginare un uccello abbastanza grande e potente da portare via il nucleo di potenza, e decido che è un sospetto che posso assolutamente escludere. Anche se mi piacerebbe molto vederlo."
root/2/atomic_heart_content/1/feather/0/18/s1/3,There is a clump of feathers on the floor. Strange.,C'è un ciuffo di piume sul pavimento. Strano.
root/2/atomic_heart_content/1/feather/0/18/s1/6,"I try to picture the bird large and powerful enough to carry away the powercore, and decide that it is one suspect I can absolutely rule out. Though I would very much like to see it.","Cerco di immaginare un uccello abbastanza grande e potente da portare via il nucleo di potenza, e decido che è un sospetto che posso assolutamente escludere. Anche se mi piacerebbe molto vederlo."
root/2/atomic_heart_content/1/note/0/18/s0/9,Now this is a clue!,Adesso sì che è un indizio!
root/2/atomic_heart_content/1/note/0/18/s0/12,"A scrap of paper lies discarded on the floor, and when I take it up I see that it's a promissory note: somebody, perhaps the culprit, owes money to the Merchants.","Un pezzetto di carta giace abbandonato sul pavimento, e quando lo raccolgo vedo che è un pagherò: qualcuno, forse il colpevole, deve dei soldi ai Mercanti."
root/2/atomic_heart_content/1/note/0/18/s0/16,"It's possible the culprit dropped it, but who could be so careless at the scene of their crime? I wonder if it's a plant, left to throw me off the scene.","È possibile che il colpevole l'abbia perso, ma chi potrebbe essere così sbadato sulla scena del proprio crimine? Mi chiedo se sia un'esca, lasciata per depistarmi."
root/2/atomic_heart_content/1/note/0/18/s1/3,Now this is a clue!,Adesso sì che è un indizio!
root/2/atomic_heart_content/1/note/0/18/s1/6,"A scrap of paper lies discarded on the floor, and when I take it up I see that it's a promissory note: somebody, perhaps the culprit, owes money to the Merchants.","Un pezzetto di carta giace abbandonato sul pavimento, e quando lo raccolgo vedo che è un pagherò: qualcuno, forse il colpevole, deve dei soldi ai Mercanti."
root/2/atomic_heart_content/1/note/0/18/s1/9,"It's possible the culprit dropped it, but who could be so careless at the scene of their crime? I wonder if it's a plant, left to throw me off the scene.","È possibile che il colpevole l'abbia perso, ma chi potrebbe essere così sbadato sulla scena del proprio crimine? Mi chiedo se sia un'esca, lasciata per depistarmi."
root/2/atomic_heart_content/1/install_the_core/0/0/18/s0/8,Sparks shoot out from the wires around the socket but the damage to the empty socket itself is non-existent as far as I can tell.,"Scintille schizzano dai cavi attorno all'alloggiamento, ma il danno all'alloggiamento vuoto in sé è inesistente, per quanto posso giudicare."
root/2/atomic_heart_content/1/install_the_core/0/0/18/s0/12,"The culprit took good care in removing the core. It makes sense. If I were to steal something so valuable I would be delicate, too. But why the torn up cables? It looks almost staged to me.","Il colpevole ha rimosso il nucleo con cura. Ha senso. Se dovessi rubare qualcosa di così prezioso, anch'io sarei delicata. Ma perché i cavi strappati? Mi sembra quasi una messinscena."
root/2/atomic_heart_content/1/install_the_core/0/0/18/s1/2,"There are no signs of damage to the socket, so far as I can tell. The culprit took good care in removing the core. It makes sense. If I were to steal something so valuable, I would be delicate, too.","Non ci sono segni di danno all'alloggiamento, per quanto posso vedere. Il colpevole ha rimosso il nucleo con cura. Ha senso. Se dovessi rubare qualcosa di così prezioso, anch'io sarei delicata."
